# Program:featureCounts v2.0.0; Command:"/Volumes/userdata/staff_users/michaelblack/bin/featureCounts" "-a" "../Genome/Saccharomyces_cerevisiae.R64-1-1.99.gtf" "-o" "yeast_counts_all_chr.txt" "../STAR/SRR014335-Aligned.out.sam" "../STAR/SRR014336-Aligned.out.sam" "../STAR/SRR014337-Aligned.out.sam" "../STAR/SRR014339-Aligned.out.sam" "../STAR/SRR014340-Aligned.out.sam" "../STAR/SRR014341-Aligned.out.sam" 
Geneid	Chr	Start	End	Strand	Length	../STAR/SRR014335-Aligned.out.sam	../STAR/SRR014336-Aligned.out.sam	../STAR/SRR014337-Aligned.out.sam	../STAR/SRR014339-Aligned.out.sam	../STAR/SRR014340-Aligned.out.sam	../STAR/SRR014341-Aligned.out.sam
YOR396C-A	XV	1090015	1090497	-	483	0	0	0	0	0	0
YGL263W	VII	2790	3932	+	1143	7	5	8	70	64	68
YGL262W	VII	5312	5839	+	528	1	2	2	16	10	19
YGL261C	VII	6290	6652	-	363	0	0	0	1	0	1
YGL260W	VII	6860	7090	+	231	0	0	1	0	0	1
YGL259W	VII	8470	8967	+	498	16	16	13	47	58	47
YGL258W-A	VII	9162	9395	+	234	6	7	13	43	39	36
YGL258W	VII	11110	11730	+	621	29	27	23	47	49	61
YGL257C	VII	12481	14157	-	1677	215	190	186	281	278	279
YGL256W	VII	15159	16307	+	1149	332	318	346	375	403	388
YGL255W	VII	20978	22108	+	1131	460	438	465	731	716	703
YGL254W	VII	22304	23203	+	900	299	304	275	855	809	771
YGL253W	VII	23935	25395	+	1461	5945	5931	5792	2869	2901	2734
YGL252C	VII	25718	27484	-	1767	835	864	833	818	795	782
YGL251C	VII;VII	27921;31579	31426;31636	-;-	3564	277	263	223	348	325	357
YGL250W	VII	31910	32635	+	726	316	327	317	234	273	244
YGL249W	VII	33098	35212	+	2115	8	3	7	24	26	21
RME3	VII	33109	35013	-	1905	0	0	0	0	0	0
YGL248W	VII	35653	36762	+	1110	458	443	471	449	437	455
YGL247W	VII	36933	37526	+	594	161	164	150	255	280	249
YGL246C	VII	37617	38780	-	1164	156	163	164	315	312	345
YGL245W	VII	39023	41149	+	2127	3190	3194	2995	2871	2897	2844
YGL244W	VII	41498	43174	+	1677	658	602	590	1161	1194	1097
YGL243W	VII	43307	44509	+	1203	122	155	142	299	262	278
YGL242C	VII	44652	45197	-	546	205	228	202	320	335	301
YGL241W	VII	45445	48459	+	3015	322	323	299	349	381	379
YGL240W	VII	48613	49365	+	753	184	160	168	150	153	173
YGL239C	VII	49431	49745	-	315	8	6	13	5	10	10
YGL238W	VII	49552	52434	+	2883	889	930	867	815	873	895
YGL237C	VII	52731	53528	-	798	303	272	303	244	226	263
YGL236C	VII	53787	55796	-	2010	91	89	86	155	154	158
YGL235W	VII	55279	55815	+	537	1	0	2	6	16	12
YGL234W	VII	56482	58890	+	2409	2323	2229	2340	1415	1448	1397
YGL233W	VII	59122	61854	+	2733	514	494	533	636	650	600
YGL232W	VII;VII	62075;62190	62131;63002	+;+	870	126	152	149	349	369	392
YGL231C	VII	63048	63620	-	573	369	331	345	1010	1080	1048
YGL230C	VII	63772	64215	-	444	12	14	19	106	101	100
YGL229C	VII	64503	66959	-	2457	700	720	697	567	562	496
YGL228W	VII	67598	69331	+	1734	1478	1404	1428	1924	1969	1990
YGL227W	VII	69671	72547	+	2877	681	683	728	695	654	666
YGL226C-A	VII;VII	72749;73138	72988;73158	-;-	261	183	168	193	535	584	524
YGL226W	VII	73340	73711	+	372	59	58	58	226	225	193
tV(AAC)G3	VII	73829	73902	-	74	0	3	1	1	3	0
YGL225W	VII	76894	77907	+	1014	2184	2188	2064	1946	1979	1921
YGL224C	VII	78015	78857	-	843	303	305	296	784	847	763
YGL223C	VII	79112	80365	-	1254	230	240	202	580	531	519
YGL222C	VII	80659	81186	-	528	248	240	247	381	361	363
YGL221C	VII	81426	82292	-	867	1027	1061	1045	1692	1733	1646
YGL220W	VII	82374	82736	+	363	487	461	445	1168	1094	1046
YGL219C	VII	82878	84257	-	1380	237	241	256	375	410	368
YGL218W	VII	83650	84300	+	651	1	0	2	1	4	0
YGL217C	VII	84839	85180	-	342	4	3	0	3	3	0
YGL216W	VII	84885	87302	+	2418	479	488	467	447	475	458
YGL215W	VII	87981	89339	+	1359	1079	1089	1072	740	750	730
YGL214W	VII	90010	90495	+	486	2	2	0	4	3	4
YGL213C	VII	90054	91247	-	1194	266	269	282	230	273	263
YGL212W	VII	91432	92382	+	951	188	198	178	187	194	183
YGL211W	VII	92512	93591	+	1080	344	360	335	473	468	449
YGL210W	VII	93792	94460	+	669	192	206	175	265	257	236
YGL209W	VII	95858	97006	+	1149	229	219	252	149	159	174
YGL208W	VII	97338	98585	+	1248	275	255	266	290	245	252
YGL207W	VII	98969	102076	+	3108	1673	1666	1618	1475	1468	1327
YGL206C	VII	102543	107504	-	4962	4412	4277	4236	2254	2374	2318
YGL205W	VII	108158	110404	+	2247	131	163	140	179	190	210
tH(GUG)G1	VII	110625	110696	-	72	2	0	2	5	3	0
YGL204C	VII	111700	112005	-	306	42	32	42	95	95	75
YGL203C	VII	112475	114664	-	2190	529	524	549	564	599	571
tK(UUU)G1	VII;VII	115488;115548	115524;115583	+;+	73	0	1	0	6	4	4
YGL202W	VII	116059	117561	+	1503	1730	1839	1827	1302	1464	1370
YGL201C	VII	117854	120907	-	3054	582	555	538	487	536	464
tK(CUU)G1	VII	122269	122341	+	73	0	1	1	0	0	1
YGL200C	VII	122694	123305	-	612	1501	1353	1396	1904	2018	1909
YGL199C	VII	123572	124042	-	471	2	0	0	1	1	0
YGL198W	VII	123591	124298	+	708	385	403	439	227	236	243
YGL197W	VII	124698	129161	+	4464	1370	1414	1442	920	1003	942
YGL196W	VII	129883	131169	+	1287	549	562	541	642	699	645
YGL195W	VII	131525	139543	+	8019	4956	4841	4743	3209	3227	3044
YGL194C-A	VII	139719	139961	-	243	22	20	16	41	52	35
YGL194C	VII	140368	141726	-	1359	246	266	240	329	341	291
RME2	VII	141898	144120	-	2223	21	13	20	41	21	19
YGL193C	VII	141916	142227	-	312	0	0	0	0	0	0
YGL192W	VII	142246	144048	+	1803	0	0	0	0	0	0
YGL191W	VII	144808	145197	+	390	389	448	404	732	705	727
YGL190C	VII	145809	147389	-	1581	715	719	709	699	683	655
YGL189C	VII	148229	148588	-	360	2911	2836	2969	5931	6019	5788
YGL188C-A	VII	148824	148964	-	141	3	2	2	29	29	32
YGL188C	VII	149343	149516	-	174	15	16	21	30	53	41
YGL187C	VII	149704	150171	-	468	280	296	264	361	358	376
YGL186C	VII	151037	152776	-	1740	872	883	869	633	639	653
YGL185C	VII	153167	154306	-	1140	160	160	151	342	347	332
YGL184C	VII	154615	156012	-	1398	79	84	82	130	115	119
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	22	18	14	42	41	45
YGL182C	VII	157273	157596	-	324	7	6	2	34	34	32
YGL181W	VII	157906	159096	+	1191	909	992	953	477	527	450
YGL180W	VII	160065	162758	+	2694	426	433	410	288	278	260
YGL179C	VII	163409	165091	-	1683	361	383	376	238	257	270
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	1143	1096	1163	780	805	795
YGL177W	VII	167559	167906	+	348	77	74	72	50	60	51
YGL176C	VII	171415	173079	-	1665	195	193	218	198	180	218
YGL175C	VII	173285	174322	-	1038	122	135	96	135	129	127
YGL174W	VII	174545	175345	+	801	84	84	99	129	152	144
YGL173C	VII	175527	180113	-	4587	2178	2171	2116	1674	1789	1755
YGL172W	VII	180700	182118	+	1419	742	710	663	443	422	423
YGL171W	VII	182390	184084	+	1695	21	31	34	175	171	174
YGL170C	VII	184153	185394	-	1242	28	25	21	64	59	81
tK(CUU)G2	VII	185714	185786	-	73	0	0	0	1	0	1
YGL169W	VII	186059	187339	+	1281	118	146	122	262	252	236
YGL168W	VII	187464	187796	+	333	102	87	88	73	91	64
YGL167C	VII	187616	190468	-	2853	2868	2761	2755	1787	1753	1648
YGL166W	VII	191129	191806	+	678	633	576	616	473	488	400
YGL165C	VII	191398	191976	-	579	42	48	45	65	62	60
YGL164C	VII	191978	193300	-	1323	162	154	149	465	405	416
YGL163C	VII	193707	196403	-	2697	381	347	357	281	286	255
YGL162W	VII	198138	199037	+	900	142	136	126	86	77	109
YGL161C	VII	199210	200142	-	933	1268	1236	1170	861	901	866
YGL160W	VII	200561	202273	+	1713	666	632	650	405	414	418
YGL159W	VII	202721	203833	+	1113	111	97	80	183	174	182
tL(CAA)G1	VII;VII	205521;205591	205558;205634	+;+	82	1	3	3	52	53	48
YGL158W	VII	207033	208571	+	1539	139	111	115	243	297	263
YGL157W	VII	209006	210049	+	1044	1312	1301	1278	688	755	699
YGL156W	VII	210416	213667	+	3252	521	623	564	490	529	512
YGL155W	VII	214081	215211	+	1131	291	276	309	379	389	353
YGL154C	VII	215278	216096	-	819	180	182	185	224	234	218
YGL153W	VII	216273	217298	+	1026	82	77	72	105	99	108
YGL152C	VII	216692	217369	-	678	0	1	0	2	2	0
YGL151W	VII	217524	220922	+	3399	634	634	628	832	822	740
YGL150C	VII	221104	225573	-	4470	711	777	685	866	889	930
YGL149W	VII	225572	225877	+	306	26	19	16	60	70	65
YGL148W	VII	226399	227529	+	1131	572	552	569	604	629	573
YGL147C	VII	227754	228329	-	576	1544	1462	1434	2828	2804	2786
YGL146C	VII	228751	229686	-	936	131	108	140	201	200	215
YGL145W	VII	230243	232348	+	2106	289	239	274	788	830	819
YGL144C	VII	232450	234507	-	2058	137	168	157	194	234	218
YGL143C	VII	234717	235958	-	1242	104	81	97	172	215	182
YGL142C	VII	236269	238119	-	1851	705	709	706	576	567	572
YGL141W	VII	238353	241085	+	2733	355	381	389	240	274	274
YGL140C	VII	241353	245012	-	3660	1964	1893	1896	1197	1246	1171
YGL139W	VII	245716	248124	+	2409	630	696	680	524	615	518
YGL138C	VII	248494	249531	-	1038	3	5	2	8	7	9
YGL137W	VII;VII	249869;250087	249886;252738	+;+	2670	1802	1894	1841	1580	1632	1649
YGL136C	VII	252897	253859	-	963	156	180	174	247	270	268
YGL135W	VII	254641	255294	+	654	492	513	495	1042	1053	1035
YGL134W	VII	255663	256964	+	1302	306	233	274	549	546	511
YGL133W	VII	257707	261501	+	3795	668	723	653	827	886	794
YGL132W	VII	261580	261915	+	336	0	3	0	7	5	8
YGL131C	VII	261648	265859	-	4212	170	185	220	671	644	720
YGL130W	VII	266145	267524	+	1380	391	411	383	508	545	481
YGL129C	VII	267723	269075	-	1353	196	203	173	378	351	380
YGL128C	VII	269293	270144	-	852	187	201	179	441	456	386
YGL127C	VII	270392	270775	-	384	710	730	725	814	851	766
YGL126W	VII	270997	272139	+	1143	1206	1109	1149	710	697	707
YGL125W	VII	272520	274322	+	1803	2173	2141	2179	1520	1481	1431
YGL124C	VII	274780	276714	-	1935	375	349	334	468	519	477
YGL123W	VII	277617	278381	+	765	3703	3588	3570	3076	3043	3064
YGL123C-A	VII	277634	277864	-	231	0	0	0	0	0	0
YGL122C	VII	278946	280523	-	1578	1075	1012	1005	2139	2257	2073
YGL121C	VII	280777	281157	-	381	70	66	64	325	365	338
YGL120C	VII	281634	283937	-	2304	357	398	384	761	766	738
YGL119W	VII	284442	285947	+	1506	314	347	325	363	380	398
tW(CCA)G1	VII;VII	287350;287420	287385;287455	-;-	72	2	1	0	9	14	10
YGL118C	VII	288014	288451	-	438	3	6	6	18	26	18
YGL117W	VII	288512	289309	+	798	63	87	57	232	234	232
YGL116W	VII	289809	291641	+	1833	137	112	111	353	351	344
YGL115W	VII	292033	293001	+	969	425	498	434	509	535	581
YGL114W	VII	293460	295637	+	2178	741	724	790	582	604	590
YGL113W	VII	295932	297938	+	2007	111	124	121	183	170	204
YGL112C	VII	298178	299728	-	1551	330	331	304	464	498	452
YGL111W	VII	299978	301369	+	1392	143	128	121	408	444	431
YGL110C	VII	301537	303411	-	1875	253	253	267	561	498	480
YGL109W	VII	303513	303836	+	324	8	2	8	41	36	38
YGL108C	VII	303649	304071	-	423	19	27	23	131	137	111
YGL107C	VII	304333	306273	-	1941	242	214	225	418	427	394
YGL106W	VII	306560	307009	+	450	681	644	621	1260	1251	1254
YGL105W	VII	307437	308567	+	1131	1463	1485	1418	1210	1207	1089
YGL104C	VII	308713	310173	-	1461	832	848	799	290	343	302
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	420	412	442	941	993	934
YGL102C	VII	311505	311933	-	429	0	2	5	9	14	9
YGL101W	VII	312193	312840	+	648	115	114	114	338	346	362
YGL100W	VII	313234	314283	+	1050	332	386	364	635	602	599
YGL099W	VII	314631	316553	+	1923	171	167	151	370	381	344
snR82	VII	316788	317055	+	268	116	99	119	3510	3552	3484
YGL098W	VII	317342	318079	+	738	160	183	181	549	529	518
tH(GUG)G2	VII	319781	319852	+	72	5	6	5	18	34	38
YGL097W	VII	321782	323230	+	1449	476	464	420	531	566	500
YGL096W	VII	325331	326161	+	831	107	83	84	95	58	80
tE(UUC)G1	VII	328583	328654	+	72	7	12	7	4	6	8
YGL095C	VII	328874	330607	-	1734	162	197	185	340	355	382
YGL094C	VII	331118	334465	-	3348	436	493	447	354	386	405
YGL093W	VII	334886	337639	+	2754	296	331	320	420	399	367
YGL092W	VII	337906	341859	+	3954	515	525	490	376	386	350
YGL091C	VII	342056	343042	-	987	360	365	357	541	565	526
YGL090W	VII	343319	344584	+	1266	58	73	85	111	106	106
YGL089C	VII	344791	345153	-	363	33	34	34	44	41	48
YGL088W	VII	345836	346201	+	366	0	0	1	2	1	1
snR10	VII	345986	346230	+	245	2	4	4	970	974	960
YGL087C	VII;VII	346406;346894	346808;346904	-;-	414	147	143	129	1521	1462	1375
YGL086W	VII	347119	349368	+	2250	178	156	176	501	487	490
YGL085W	VII	349616	350440	+	825	145	141	135	200	195	217
YGL084C	VII	350616	352298	-	1683	821	837	817	774	775	737
YGL083W	VII	353058	355472	+	2415	339	329	342	331	289	339
YGL082W	VII	355827	356972	+	1146	297	278	289	351	364	356
YGL081W	VII	357377	358339	+	963	87	91	73	132	124	130
YGL080W	VII	358636	359028	+	393	127	145	149	284	338	273
YGL079W	VII	359444	360100	+	657	64	80	76	162	168	164
YGL078C	VII	360288	361859	-	1572	62	54	63	205	267	236
YGL077C	VII	362225	363916	-	1692	1680	1713	1719	1239	1250	1242
YGL076C	VII;VII;VII	364335;365433;365986	364964;365526;365996	-;-;-	735	984	955	958	1296	1222	1280
snR39	VII	365163	365251	-	89	82	83	87	7104	7295	6784
snR39B	VII	366374	366469	-	96	321	360	351	2860	2833	2886
YGL075C	VII	366925	368088	-	1164	111	115	96	196	174	170
YGL074C	VII	368596	368922	-	327	10	13	11	9	9	14
YGL073W	VII	368753	371254	+	2502	449	475	453	607	624	590
YGL072C	VII	371003	371362	-	360	8	5	2	8	10	6
YGL071W	VII	372012	374084	+	2073	486	496	516	494	522	493
YGL070C	VII	374459	374827	-	369	132	129	109	246	288	299
YGL069C	VII	375050	375514	-	465	6	2	5	7	2	2
YGL068W	VII	375087	375671	+	585	47	47	49	100	101	94
YGL067W	VII	376101	377255	+	1155	415	460	395	579	632	609
YGL066W	VII	377609	379582	+	1974	467	439	381	539	575	554
YGL065C	VII	379760	381271	-	1512	281	278	281	256	309	298
YGL064C	VII	381523	383208	-	1686	68	82	96	157	170	160
YGL063W	VII	383654	384766	+	1113	444	419	397	184	201	197
YGL063C-A	VII	384502	384651	-	150	0	0	0	0	0	0
YGL062W	VII	385196	388732	+	3537	4806	4754	4843	3090	3167	3206
YGL061C	VII	388968	389711	-	744	59	67	58	162	145	155
YGL060W	VII	390065	391990	+	1926	205	201	192	324	282	286
YGL059W	VII	392223	393698	+	1476	164	140	172	375	427	344
YGL058W	VII	393986	394504	+	519	267	240	240	472	482	456
YGL057C	VII	394966	395829	-	864	186	198	167	180	191	190
YGL056C	VII	396035	397618	-	1584	1032	1024	1029	1366	1365	1331
YGL055W	VII	398628	400160	+	1533	1058	1009	984	1212	1201	1199
YGL054C	VII	400871	401287	-	417	451	455	433	816	841	806
tE(UUC)G2	VII	401527	401598	-	72	1	0	3	0	2	0
YGL053W	VII	402589	403302	+	714	560	612	596	519	580	564
YGL052W	VII	403437	403742	+	306	82	98	100	107	110	99
YGL051W	VII	403687	404391	+	705	41	33	34	26	41	44
tR(UCU)G1	VII	405470	405541	+	72	2	4	2	4	1	2
YGL050W	VII	405776	406597	+	822	121	138	134	307	324	305
YGL049C	VII	406860	409604	-	2745	422	422	461	420	383	396
YGL048C	VII	410069	411286	-	1218	1203	1180	1214	1444	1504	1474
YGL047W	VII	411552	412160	+	609	96	117	91	238	260	273
tV(AAC)G1	VII	412294	412367	-	74	0	1	0	3	0	2
YGL045W	VII	414102	415730	+	1629	364	382	340	215	239	195
YGL044C	VII	416146	417036	-	891	319	290	307	434	437	419
YGL043W	VII	417483	418412	+	930	388	416	396	494	513	486
YGL042C	VII	418288	418593	-	306	65	62	67	95	128	117
YGL041C-B	VII	418704	418886	-	183	5	2	1	10	14	10
YGL041W-A	VII	418825	419289	+	465	25	26	35	97	103	123
YGL041C	VII	419022	419225	-	204	0	0	0	0	0	0
YGL040C	VII	419527	420555	-	1029	1152	1150	1063	723	770	694
tL(CAA)G2	VII;VII	423092;423162	423129;423205	+;+	82	0	0	0	1	1	0
YGL039W	VII	423961	425007	+	1047	213	177	176	141	167	152
YGL038C	VII	425362	426804	-	1443	714	704	690	571	629	582
YGL037C	VII	427297	427947	-	651	13697	13587	13469	10801	11193	10812
YGL036W	VII	428601	431330	+	2730	1811	1804	1847	1813	1838	1691
YGL035C	VII	431548	433062	-	1515	472	435	467	277	243	250
YGL034C	VII	433214	433579	-	366	10	20	9	18	10	13
YGL033W	VII;VII;VII	435625;435750;436375	435679;436312;436401	+;+;+	645	1	1	2	24	22	26
YGL032C	VII	436570	436833	-	264	35	48	62	264	272	288
YGL031C	VII	437467	437934	-	468	614	672	626	2304	2315	2225
YGL030W	VII;VII	439091;439324	439093;439638	+;+	318	2449	2506	2446	5643	5701	5549
YGL029W	VII	440063	440425	+	363	9	14	14	407	428	401
tF(GAA)G	VII;VII	440716;440771	440751;440807	-;-	73	9	8	2	4	3	4
YGL028C	VII	441281	442909	-	1629	635	643	656	536	571	528
YGL027C	VII	443642	446143	-	2502	630	641	648	635	670	648
YGL026C	VII	446412	448535	-	2124	2952	2891	2855	1470	1439	1309
YGL025C	VII	448764	449957	-	1194	283	306	280	152	151	168
YGL024W	VII	449788	450123	+	336	4	3	6	1	9	5
YGL023C	VII	450197	452104	-	1908	583	630	585	293	317	269
YGL022W	VII	452404	454560	+	2157	2999	2905	2939	1146	1205	1116
YGL021W	VII	454785	457067	+	2283	129	145	159	325	340	314
YGL020C	VII	457163	457870	-	708	234	275	251	386	397	353
YGL019W	VII	458156	458992	+	837	597	602	527	430	491	412
YGL018C	VII	459110	459664	-	555	81	79	105	124	145	113
YGL017W	VII	459854	461365	+	1512	356	318	324	245	260	270
YGL016W	VII	461666	464911	+	3246	313	317	351	336	379	361
YGL015C	VII	465043	465435	-	393	10	7	8	8	2	8
YGL014W	VII	466141	468807	+	2667	616	568	584	332	372	331
YGL014C-A	VII	466237	466398	-	162	0	0	0	0	0	0
YGL013C	VII	469092	472298	-	3207	767	713	752	922	887	818
YGL012W	VII	472855	474276	+	1422	4074	4070	4073	2070	2166	1965
YGL011C	VII	474489	475247	-	759	1053	1055	978	1256	1262	1228
YGL010W	VII	475545	476069	+	525	328	362	332	366	389	381
YGL009C	VII	476313	478652	-	2340	4830	5022	4774	4787	4772	4763
YGL008C	VII	479910	482666	-	2757	28492	28403	28020	31228	31992	31197
YGL007C-A	VII	482941	483027	-	87	14	14	19	39	36	33
YGL007W	VII	483260	483637	+	378	36	35	29	29	42	36
YGL006W-A	VII	485423	485533	+	111	8	10	9	11	13	10
YGL006W	VII	485921	489442	+	3522	2487	2442	2359	1147	1146	1118
YGL005C	VII	489708	490547	-	840	116	137	135	294	291	289
YGL004C	VII	490703	491956	-	1254	309	342	296	382	345	396
YGL003C	VII	492474	494174	-	1701	486	495	467	602	623	601
YGL002W	VII	494517	495167	+	651	268	272	240	378	396	385
YGL001C	VII	495453	496502	-	1050	709	768	657	1273	1292	1193
YGR001C	VII;VII;VII	497133;497459;498000	497365;497937;498034	-;-;-	747	196	205	196	503	522	480
YGR002C	VII	498476	499906	-	1431	271	252	282	618	623	607
YGR003W	VII	500132	502366	+	2235	350	341	328	920	845	802
YGR004W	VII	502938	504326	+	1389	187	194	189	263	252	255
YGR005C	VII	504657	505859	-	1203	329	351	289	561	589	524
YGR006W	VII	506070	506825	+	756	89	77	83	139	144	152
YGR007W	VII	506969	507940	+	972	425	398	403	390	429	384
YGR008C	VII	508110	508364	-	255	1868	1791	1763	1301	1332	1269
YGR009C	VII	509047	511002	-	1956	986	1018	999	1297	1331	1289
YGR010W	VII	511545	512732	+	1188	309	292	301	288	290	283
YGR011W	VII	512497	512823	+	327	20	26	12	30	38	34
YGR012W	VII	513159	514340	+	1182	387	384	348	378	383	383
YGR013W	VII	514554	516416	+	1863	286	264	285	598	672	640
YGR014W	VII	516943	520863	+	3921	2873	2832	2799	914	1016	897
YGR015C	VII	521090	522076	-	987	123	91	96	113	141	113
YGR016W	VII	522261	522833	+	573	25	51	38	89	66	93
YGR017W	VII	523787	524680	+	894	144	146	154	177	173	147
YGR018C	VII	524365	524694	-	330	3	2	5	3	5	0
YGR019W	VII	525229	526644	+	1416	1308	1357	1210	739	726	672
YGR020C	VII	526973	527329	-	357	235	275	250	525	519	545
YGR021W	VII	527632	528504	+	873	89	85	90	134	165	109
YGR022C	VII	529257	529586	-	330	2	0	2	2	0	0
YGR023W	VII	529264	530919	+	1656	629	650	602	319	307	302
tD(GUC)G1	VII	531610	531681	+	72	5	3	0	3	8	9
YGR024C	VII	531883	532596	-	714	241	226	214	950	989	893
YGR025W	VII	532639	532941	+	303	23	24	24	52	69	51
YGR026W	VII	532985	533821	+	837	847	880	848	1231	1249	1248
YGR027C	VII	534132	534458	-	327	3242	3114	3045	6454	6675	6521
YGR027W-A	VII	536057	537379	+	1323	0	0	0	0	0	0
YGR027W-B	VII	536057	541325	+	5269	7	2	8	13	10	13
tE(UUC)G3	VII	541850	541921	+	72	2	2	1	0	1	1
YGR028W	VII	542203	543291	+	1089	221	192	201	548	540	586
YGR029W	VII;VII	543553;543722	543638;544205	+;+	570	204	168	163	490	579	484
tD(GUC)G2	VII	544577	544648	-	72	3	1	4	2	4	4
snR46	VII	545370	545566	+	197	51	59	55	8854	9177	8860
YGR030C	VII	545681	546157	-	477	14	16	18	660	655	693
YGR031W	VII	546441	547469	+	1029	125	117	131	214	203	208
YGR031C-A	VII	546809	547300	-	492	0	0	0	0	0	0
YGR032W	VII	548264	553951	+	5688	4276	4102	4055	2724	2845	2804
YGR033C	VII	554248	554967	-	720	117	121	115	327	308	346
YGR034W	VII;VII	555812;556308	555830;556672	+;+	384	780	804	786	2065	2066	2000
YGR035C	VII	557072	557422	-	351	20	18	28	210	211	207
YGR035W-A	VII	557565	557786	+	222	40	45	35	42	50	52
YGR036C	VII	558149	558868	-	720	97	96	107	128	112	120
YGR037C	VII	559731	559994	-	264	980	978	953	1143	1193	1162
YGR038W	VII	560682	561350	+	669	489	458	475	411	457	448
tS(AGA)G	VII	561662	561743	-	82	2	3	0	4	1	3
YGR038C-B	VII	562199	567467	-	5269	4	2	4	3	8	4
YGR038C-A	VII	566145	567467	-	1323	0	0	0	0	0	0
YGR039W	VII	574888	575199	+	312	8	14	13	63	67	53
YGR040W	VII	575398	576504	+	1107	181	183	181	354	342	353
YGR041W	VII	577487	579130	+	1644	360	377	352	339	313	335
YGR042W	VII	579476	580291	+	816	240	255	260	458	485	480
YGR043C	VII	580435	581436	-	1002	7251	7130	6850	6857	7011	6590
YGR044C	VII	582990	583892	-	903	409	383	360	284	275	262
YGR045C	VII	583934	584296	-	363	33	24	32	53	47	51
YGR046W	VII	584895	586052	+	1158	396	448	427	708	769	729
YGR047C	VII	586392	589469	-	3078	263	255	263	396	409	384
YGR048W	VII	589826	590911	+	1086	453	429	499	399	415	384
YGR049W	VII	591314	591877	+	564	4286	4290	4171	2181	2332	2195
YGR050C	VII	592086	592442	-	357	126	123	128	304	294	272
YGR051C	VII	592906	593229	-	324	155	136	159	176	158	163
YGR052W	VII	593596	594705	+	1110	5611	5664	5565	2114	2254	2149
YGR053C	VII	594986	595837	-	852	41	52	55	140	133	131
YGR054W	VII	596693	598621	+	1929	1409	1394	1334	709	745	714
YGR055W	VII	599417	601141	+	1725	1800	1779	1773	1383	1396	1390
YGR056W	VII	601661	604447	+	2787	309	289	292	304	269	291
YGR057C	VII	604773	605501	-	729	65	68	66	157	203	171
YGR058W	VII	606136	607143	+	1008	163	187	144	275	279	223
YGR059W	VII	607563	609101	+	1539	19	28	34	137	152	154
snR48	VII	609584	609696	+	113	108	114	117	5691	6112	5803
YGR060W	VII	610564	611493	+	930	1050	1023	946	1157	1234	1172
YGR061C	VII	611889	615965	-	4077	949	853	942	1030	1020	978
YGR062C	VII	616328	617278	-	951	161	178	168	267	232	244
YGR063C	VII	617516	617824	-	309	112	94	99	112	93	113
YGR064W	VII	617621	617989	+	369	2	7	3	10	10	7
YGR065C	VII	618077	619858	-	1782	420	452	390	712	747	695
YGR066C	VII	620921	621799	-	879	403	438	422	379	346	390
YGR067C	VII	622372	624786	-	2415	210	229	216	1623	1594	1585
YGR068C	VII	625324	627084	-	1761	179	180	151	230	221	205
YGR068W-A	VII	626294	626389	+	96	0	0	0	0	0	0
YGR069W	VII	627083	627418	+	336	13	14	11	41	31	44
YGR070W	VII	627806	631273	+	3468	644	651	715	665	683	687
YGR071C	VII	631481	634063	-	2583	144	161	165	233	268	223
YGR072W	VII	634304	635467	+	1164	60	65	69	263	238	243
YGR073C	VII	635615	635986	-	372	2	1	0	2	2	2
YGR074W	VII	635712	636152	+	441	80	70	65	149	141	133
YGR075C	VII	636147	636875	-	729	115	160	132	244	270	262
YGR076C	VII	637104	637577	-	474	21	36	23	108	105	82
YGR077C	VII	637744	639513	-	1770	497	495	486	475	474	467
YGR078C	VII	639772	640371	-	600	173	184	175	256	264	265
YGR079W	VII	640720	641832	+	1113	69	74	62	270	250	218
YGR080W	VII	642010	643008	+	999	516	494	490	553	555	543
YGR081C	VII	643148	643780	-	633	41	67	57	214	235	177
YGR082W	VII	644044	644595	+	552	235	243	241	230	232	221
YGR083C	VII	644860	646815	-	1956	318	316	321	542	515	520
YGR084C	VII	647123	648142	-	1020	111	125	133	313	347	314
YGR085C	VII	648383	648907	-	525	344	318	325	1136	1071	1062
YGR086C	VII	649598	650617	-	1020	20083	19915	19747	14787	15207	14617
YGR087C	VII	651290	652981	-	1692	306	284	285	655	643	579
YGR088W	VII	654634	656322	+	1689	13878	14250	13903	6083	6145	5914
YGR089W	VII	656960	659770	+	2811	511	541	495	679	666	665
tT(UGU)G1	VII	661749	661820	+	72	0	1	1	1	1	1
YGR090W	VII	662358	666071	+	3714	541	583	551	699	676	686
YGR091W	VII	666341	667825	+	1485	72	75	77	379	385	373
YGR092W	VII	668189	669907	+	1719	238	253	258	282	294	275
YGR093W	VII	670388	671911	+	1524	135	141	137	405	425	430
YGR094W	VII	672186	675500	+	3315	1598	1599	1629	1515	1491	1446
YGR095C	VII	675671	676342	-	672	110	128	117	327	313	334
YGR096W	VII	676621	677565	+	945	105	98	89	133	153	142
YGR097W	VII	678695	682135	+	3441	767	724	739	409	467	467
